    n:        logalt:       alt (km)         lognH:     nH (cm^-3)       lognCO2:   nCO2 (cm^-3)
     0        4.38203             80        17.4023    3.61174e+07        30.8891        2.6e+13
     1        4.38274        80.0571        17.4023    3.61174e+07        30.8813    2.57978e+13
     2        4.38345        80.1142        17.4023    3.61174e+07        30.8735    2.55968e+13
     3        4.38417        80.1713        17.4023    3.61174e+07        30.8657    2.53971e+13
     4        4.38488        80.2285        17.4023    3.61174e+07        30.8578    2.51987e+13
     5        4.38559        80.2857        17.4023    3.61174e+07          30.85    2.50016e+13
     6        4.38631         80.343        17.4023    3.61174e+07        30.8421    2.48056e+13
     7        4.38702        80.4003        17.4023    3.61174e+07        30.8342     2.4611e+13
     8        4.38773        80.4577        17.4023    3.61174e+07        30.8263    2.44176e+13
     9        4.38844        80.5151        17.4023    3.61174e+07        30.8184    2.42254e+13
    10        4.38916        80.5725        17.4023    3.61174e+07        30.8105    2.40344e+13
    11        4.38987          80.63        17.4023    3.61174e+07        30.8026    2.38447e+13
    12        4.39058        80.6875        17.4023    3.61174e+07        30.7946    2.36562e+13
    13         4.3913        80.7451        17.4023    3.61174e+07        30.7867    2.34689e+13
    14        4.39201        80.8027        17.4023    3.61174e+07        30.7787    2.32829e+13
    15        4.39272        80.8603        17.4023    3.61174e+07        30.7708     2.3098e+13
    16        4.39344         80.918        17.4023    3.61174e+07        30.7628    2.29143e+13
    17        4.39415        80.9757        17.4023    3.61174e+07        30.7548    2.27318e+13
    18        4.39486        81.0335        17.4023    3.61174e+07        30.7468    2.25506e+13
    19        4.39558        81.0913        17.4023    3.61174e+07        30.7388    2.23705e+13
    20        4.39629        81.1491        17.4023    3.61174e+07        30.7307    2.21915e+13
    21          4.397         81.207        17.4023    3.61174e+07        30.7227    2.20138e+13
    22        4.39771        81.2649        17.4023    3.61174e+07        30.7146    2.18372e+13
    23        4.39843        81.3229        17.4023    3.61174e+07        30.7066    2.16618e+13
    24        4.39914        81.3809        17.4023    3.61174e+07        30.6985    2.14875e+13
    25        4.39985         81.439        17.4023    3.61174e+07        30.6904    2.13144e+13
    26        4.40057        81.4971        17.4023    3.61174e+07        30.6823    2.11424e+13
    27        4.40128        81.5552        17.4023    3.61174e+07        30.6742    2.09716e+13
    28        4.40199        81.6134        17.4023    3.61174e+07        30.6661    2.08019e+13
    29        4.40271        81.6716        17.4023    3.61174e+07        30.6579    2.06334e+13
    30        4.40342        81.7299        17.4023    3.61174e+07        30.6498    2.04659e+13
    31        4.40413        81.7882        17.4023    3.61174e+07        30.6416    2.02996e+13
    32        4.40485        81.8465        17.4023    3.61174e+07        30.6335    2.01344e+13
    33        4.40556        81.9049        17.4023    3.61174e+07        30.6253    1.99703e+13
    34        4.40627        81.9633        17.4023    3.61174e+07        30.6171    1.98074e+13
    35        4.40698        82.0218        17.4023    3.61174e+07        30.6089    1.96455e+13
    36         4.4077        82.0803        17.4023    3.61174e+07        30.6007    1.94847e+13
    37        4.40841        82.1388        17.4023    3.61174e+07        30.5924     1.9325e+13
    38        4.40912        82.1974        17.4023    3.61174e+07        30.5842    1.91664e+13
    39        4.40984        82.2561        17.4023    3.61174e+07        30.5759    1.90089e+13
